,Rank,Name,Platform,Genre,Publisher,ESRB_Rating,Developer,Critic_Score
8611,8612,NCAA Football 2003,GC,Sports,EA Sports,E,EA Tiburon,9.2
8614,8615,Prison Break: The Conspiracy,X360,Adventure,Deep Silver,T,ZootFly,3.3
8615,8616,Final Fantasy Fables: Chocobo's Dungeon,Wii,Role-Playing,Square Enix,E10,High Horse Entertainment,7.4
8616,8617,Blue Dragon Plus,DS,Role-Playing,Ignition Entertainment,E,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,6.5
8625,8626,You Don't Know Jack,X360,Misc,THQ,T,"Jellyvision, Inc.",7.7
8637,8638,The Lord of the Rings: War in the North,PC,Role-Playing,Warner Bros. Interactive,M,Snowblind Studios,6.5
8643,8644,NCAA Football 10,PSP,Sports,EA Sports,E,EA Tiburon,7.0
8644,8645,Dead to Rights: Retribution,X360,Shooter,Namco Bandai,M,Volatile Games,5.7
8647,8648,Tenchu: Shadow Assassins,Wii,Action,Ubisoft,M,Acquire,7.0
8649,8650,Tiger Woods PGA Tour,PSP,Sports,EA Sports,E,EA Canada,8.0
8657,8658,Final Fight One,GBA,Fighting,Capcom,E,Capcom,8.2
8660,8661,BeyBlade VForce: Super Tournament Battle,GC,Action,Atari,E,Takara,2.5
8662,8663,LBX: Little Battlers eXperience,3DS,Action,Nintendo,E10,Level 5,7.0
8665,8666,Bugs Bunny & Taz: Time Busters,PS,Adventure,Infogrames,E,Artificial Mind and Movement,8.0
8666,8667,Dragon Ball Z: Sagas,GC,Fighting,Atari,T,Avalanche Software,5.7
8669,8670,X2: Wolverine's Revenge,XB,Action,Activision,T,GenePool,5.8
8677,8678,Beyblade G-Revolution,GBA,Action,Atari,E,Full Fat,2.4
8684,8685,World Championship Cards,PSP,Misc,Crave Entertainment,E,Crave Entertainment,3.9
8685,8686,Code of Princess,3DS,Action-Adventure,Atlus,T,Studio Saizensen,7.2
8691,8692,Thrillville,PSP,Strategy,LucasArts,E10,Frontier Developments,7.4
8700,8701,Phantasy Star Online,DC,Role-Playing,Sega,T,Sonic Team,8.9
8707,8708,Kung Fu Rider,PS3,Action,Sony Computer Entertainment,E10,SCE Japan Studio,4.3
8725,8726,Enchanted Arms,PS3,Role-Playing,Ubisoft,T,From Software,5.9
8746,8747,Dark Messiah of Might and Magic Elements,X360,Role-Playing,Ubisoft,M,Arkane Studios / Floodgate Entertainment / Kuju Entertainment,5.0
8748,8749,Shaun White Skateboarding,PS3,Sports,Ubisoft,T,Ubisoft Montreal,6.6
8750,8751,Harvest Moon: More Friends of Mineral Town,GBA,Simulation,Natsume,E,TOSE Software,8.0
8751,8752,Infinite Space,DS,Role-Playing,Sega,T,PlatinumGames / Nude Maker,7.2
8754,8755,DanceMasters,X360,Misc,Konami,E10,GCP1,6.2
8758,8759,DarkStar One: Broken Alliance,X360,Simulation,Kalypso,T,Gaming Minds Studios,6.4
8760,8761,X2: Wolverine's Revenge,GBA,Platform,Activision,E,Vicarious Visions,7.7
8764,8765,Dragon Ball: Revenge of King Piccolo,Wii,Action,Namco Bandai,E10,Bandai Namco Games,6.1
8766,8767,Spy Hunter,GC,Racing,Midway Games,T,Point of View,7.9
8769,8770,Ogre Battle Saga Episode Five: The March of the Black Queen,PS,Role-Playing,Atlus,E,Quest Corporation,7.6
8773,8774,Body and Brain Connection,X360,Misc,Namco Bandai,E,Namco Bandai Games,6.0
8779,8780,Ty the Tasmanian Tiger 2: Bush Rescue,GC,Platform,Electronic Arts,E,Krome Studios,7.4
8786,8787,Clive Barker's Jericho,PS3,Shooter,Codemasters,M,Mercury Steam / Alchemic Productions,5.8
8787,8788,Warriors Orochi,PSP,Action,KOEI,T,Omega Force / Koei Canada,6.4
8789,8790,Earth Defense Force: Insect Armageddon,PS3,Shooter,D3 Publisher,T,Vicious Cycle,6.6
8791,8792,NBA 07,PSP,Sports,Sony Computer Entertainment,E,SCE San Diego Studio,6.9
8796,8797,Gothic,PC,Role-Playing,Xicat Interactive,T,Piranha Bytes,8.1
8797,8798,Gothic II,PC,Role-Playing,Atari,M,Piranha Bytes,8.0
8800,8801,Phantasy Star Universe,PS2,Role-Playing,Sega,T,Sonic Team,6.4
8801,8802,Rise of Nightmares,X360,Action,Sega,M,Sega,5.5
8802,8803,Roadsters 99,N64,Racing,Titus,E,Unknown,6.4
8804,8805,Snowboard Kids,N64,Sports,Atlus,E,Racdym,8.0
8805,8806,South Park Rally,N64,Racing,Acclaim Entertainment,M,Tantalus Interactive,4.2
8807,8808,Tigger's Honey Hunt,N64,Platform,NewKidCo,E,Rivage Games,7.3
8815,8816,Sid Meier's Pirates!,PSP,Strategy,2K Games,E10,Full Fat,8.5
8827,8828,Sleeping Dogs: Definitive Edition,XOne,Action-Adventure,Square Enix,M,United Front Games,7.5
8840,8841,Record of Agarest War,X360,Role-Playing,Aksys Games,T,Compile Heart,7.0
8841,8842,Ridge Racer 6,X360,Racing,Namco,E,Namco,7.9
8843,8844,Grandia II,DC,Role-Playing,Ubisoft,T,Game Arts,8.6
8846,8847,Classic NES Series: Ice Climber,GBA,Platform,Nintendo,E,Nintendo,6.1
8850,8851,NFL Street 2,GC,Sports,EA Sports BIG,E,EA Tiburon,8.2
8861,8862,Dante's Inferno,PSP,Action,Electronic Arts,M,Visceral Games,6.6
8869,8870,Afro Samurai,PS3,Action,Namco Bandai,M,Namco Bandai Games,6.5
8871,8872,Taiko Drum Master,PS2,Misc,Namco,E,Namco,8.1
8872,8873,Bust-A-Move 2 Arcade Edition,PS,Puzzle,Acclaim Entertainment,E,Taito Corporation,6.9
8874,8875,Solatorobo: Red the Hunter,DS,Role-Playing,Xseed Games,E10,CyberConnect2,7.6
8881,8882,Puzzle Challenge: Crosswords and More!,PSP,Puzzle,Crave Entertainment,E,Supersonic Software,6.4
8883,8884,Backyard Hockey,GBA,Sports,Atari,E,Mistic Software,6.0
8890,8891,Tom Clancy's Splinter Cell: Essentials,PSP,Shooter,Ubisoft,M,Ubisoft Montreal,5.6
8893,8894,Captain America: Super Soldier,PS3,Action,Sega,T,Next Level Games,6.2
8895,8896,Tiger Woods PGA Tour 06,PSP,Sports,EA Sports,E,EA Sports,8.0
8896,8897,Ratatouille,GBA,Platform,THQ,E,Helixe,6.8
8898,8899,Armored Core 4,PS3,Simulation,Sega,T,From Software,6.6
8900,8901,Baja: Edge of Control,X360,Racing,THQ,E,2XL Games,5.0
8901,8902,MC Groovz Dance Craze,GC,Misc,Mad Catz,E,Mad Catz,2.5
8902,8903,No More Heroes: Heroes' Paradise,PS3,Action,Konami,M,FeelPlus,7.4
8913,8914,Prince of Persia: Warrior Within,GC,Adventure,Ubisoft,M,Ubisoft Montreal,8.2
8924,8925,X-Men Origins: Wolverine,PSP,Action,Activision,T,Amaze Entertainment,5.4
8925,8926,NHL FaceOff 2001,PS2,Sports,Sony Computer Entertainment,E,989 Sports,4.6
8926,8927,Mana Khemia 2: Fall of Alchemy,PS2,Role-Playing,NIS America,T,Gust,8.2
8928,8929,Dead or Alive Paradise,PSP,Misc,Tecmo,M,Team Ninja,4.5
8935,8936,The Hobbit,GBA,Role-Playing,Sierra Entertainment,E,Saffire Corporation,6.5
8939,8940,Harry Potter and the Goblet of Fire,PSP,Adventure,Electronic Arts,E10,Electronic Arts,7.2
8941,8942,Family Guy,PSP,Adventure,2K Games,M,High Voltage Software,5.5
8944,8945,Pac-Man & Galaga Dimensions,3DS,Action,Namco Bandai,E10,Namco Bandai Games,5.7
8945,8946,Valkyria Chronicles 4,NS,Strategy,Sega,T,Sega,8.6
8948,8949,Spectrobes: Origins,Wii,Role-Playing,Disney Interactive Studios,E10,Genki,7.4
8954,8955,Breath of Fire II,GBA,Role-Playing,Capcom,E,Capcom,8.6
8957,8958,Conan,X360,Action,THQ,M,Nihilistic Software,7.1
8958,8959,Ice Age 2: The Meltdown,GC,Platform,Vivendi Games,E10,Eurocom Entertainment Software,7.4
8961,8962,Dinotopia: The Timestone Pirates,GBA,Action,TDK Core,E,TDK Mediactive,6.1
8964,8965,Rise of the Argonauts,PS3,Action,Codemasters,M,Codemasters,5.3
8965,8966,Peter Jackson's King Kong: The Official Game of the Movie,PSP,Action,Ubisoft,T,Phoenix Games Studio,6.0
8975,8976,Manhunt,XB,Action,Rockstar Games,M,Rockstar North,7.7
8977,8978,Dynasty Warriors: Gundam 2,X360,Action,Namco Bandai,T,Omega Force,5.6
8992,8993,Shiren the Wanderer,Wii,Role-Playing,Atlus,T,ChunSoft,7.4
8993,8994,Breath of Fire: Dragon Quarter,PS2,Role-Playing,Capcom,T,Capcom,7.6
8994,8995,Spore Hero Arena,DS,Simulation,Electronic Arts,E,Maxis,4.9
8999,9000,Space Invaders Extreme 2,DS,Shooter,Taito,E,Taito Corporation,8.1
9003,9004,Conflict: Denied Ops,X360,Shooter,Eidos Interactive,M,Pivotal Games,5.3
9004,9005,Enchanted Arms,X360,Role-Playing,Ubisoft,T,From Software,6.9
9005,9006,Test Drive Unlimited 2,PC,Racing,Atari,T,Eden Studios,6.7
9006,9007,SpongeBob SquigglePants 3D,3DS,Misc,THQ,E,WayForward Technologies,6.1
9010,9011,Disney's Magical Mirror Starring Mickey Mouse,GC,Adventure,Nintendo,E,Capcom,4.0
9011,9012,Dawn of Discovery,Wii,Simulation,Ubisoft,E10,Sunflowers Interactive,7.9
9015,9016,Final Fantasy XI: Online,X360,Role-Playing,Square Enix,T,Square Enix,6.7
9024,9025,Majin and the Forsaken Kingdom,X360,Adventure,Namco Bandai,T,Game Republic,7.0
9027,9028,Dave Mirra Freestyle BMX 2,GBA,Sports,Acclaim Entertainment,T,Full Fat,8.0
9035,9036,Allied General,PS,Strategy,SSI,E,SSI,6.3
9044,9045,Stronghold 3,PC,Strategy,SouthPeak Interactive,T,FireFly Studios,4.1
9060,9061,Project X Zone 2,3DS,Role-Playing,Namco Bandai Games,T,Monolith Soft,6.6
9063,9064,Arc Rise Fantasia,Wii,Role-Playing,Ignition Entertainment,T,imageepoch Inc.,6.3
9065,9066,Captain Toad: Treasure Tracker,3DS,Puzzle,Nintendo,E,Nintendo EPD,8.5
9069,9070,IL-2 Sturmovik: Birds of Prey,PSP,Simulation,505 Games,T,SME Dynamic Systems Limited,6.4
9073,9074,Frogger's Adventures 2: The Lost Wand,GBA,Adventure,Konami,E,Konami,8.0
9075,9076,Ice Age: Dawn of the Dinosaurs,PS3,Platform,Activision,E10,Eurocom Entertainment Software,6.6
9077,9078,AeroFighters Assault,N64,Action,Victory Lap Games,E,Paradigm Entertainment,5.4
9079,9080,Hexen,N64,Shooter,GT Interactive,M,Software Creations,4.4
9081,9082,Mace: The Dark Age,N64,Fighting,Midway Games,M,Atari,7.1
9088,9089,Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,Action,Konami,T,Konami,5.0
9097,9098,50 Cent: Blood on the Sand,PS3,Shooter,THQ,M,Swordfish Studios,7.2
9105,9106,Lunar Legend,GBA,Role-Playing,Ubisoft,E,Magic Rings,7.7
9107,9108,Death Jr.,PSP,Platform,Konami,T,Backbone Entertainment,5.9
9112,9113,Hulk,GC,Action,Universal Interactive,T,Radical Entertainment,7.3
9122,9123,Street Fighter 30th Anniversary Collection,NS,Fighting,Capcom,T,Capcom,8.5
9123,9124,The Legend of Spyro: A New Beginning,GC,Platform,Sierra Entertainment,E10,Krome Studios,6.5
9126,9127,Armored Core: For Answer,PS3,Simulation,Ubisoft,T,From Software,6.1
9128,9129,Conflict: Denied Ops,PS3,Shooter,Eidos Interactive,M,Pivotal Games,5.2
9139,9140,Driver: San Francisco,PC,Racing,Ubisoft,T,Ubisoft Reflections,8.3
9148,9149,Risen,X360,Role-Playing,Deep Silver,M,Piranha Bytes,5.9
9157,9158,Nostalgia,DS,Role-Playing,Ignition Entertainment,E10,Matrix Software / RED Entertainment,7.2
9158,9159,Dynasty Warriors Gundam,X360,Action,Namco Bandai,T,Omega Force,6.0
9164,9165,Major League Baseball 2K10,PS3,Sports,2K Sports,E,Visual Concepts,7.2
9169,9170,Tekken Tag Tournament 2,WiiU,Fighting,Namco Bandai Games,T,Bandai Namco Games,8.1
9170,9171,The Ball,PC,Shooter,Tripwire Interactive,M,Teotl Studios,6.3
9184,9185,Bubsy 3D,PS,Platform,Accolade,E,Eidetic,5.8
9187,9188,Earth Defense Force: Insect Armageddon,X360,Shooter,D3 Publisher,T,Vicious Cycle,6.7
9189,9190,Hydrophobia: Prophecy,PC,Action,Dark Energy Digital,M,Dark Energy Digital,5.5
9192,9193,Half-Minute Hero,PSP,Role-Playing,Xseed Games,E10,Opus Studio,8.5
9196,9197,R-Type Final,PS2,Shooter,Eidos Interactive,E,Irem Software Engineering,8.1
9200,9201,Jackie Chan Adventures: Legend of the Dark Hand,GBA,Action,Activision,E,Torus Games,7.8
9202,9203,Shadows of the Damned,X360,Action,Electronic Arts,M,Grasshopper Manufacture,7.6
9204,9205,Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,Action,Activision,E10,Krome Studios,6.3
9208,9209,Saw II: Flesh & Blood,PS3,Action,Konami,M,Zombie Studios,4.2
9209,9210,Need for Speed: Shift 2 Unleashed,PC,Racing,Electronic Arts,E10,Slightly Mad Studios,8.6
9221,9222,Tiger Woods PGA Tour 07,XB,Sports,EA Sports,E,EA Redwood Shores,7.9
9232,9233,Phantasy Star Online Ver. 2,DC,Role-Playing,Sega,T,Sonic Team,8.3
9234,9235,Ninja Gaiden 3: Razor's Edge,WiiU,Action,Nintendo,M,Team Ninja,6.5
9235,9236,Samurai Warriors: State of War,PSP,Action,KOEI,T,Omega Force,6.5
9240,9241,Arcania: Gothic 4,PC,Role-Playing,JoWood Productions,T,Spellbound Entertainment AG,5.8
9241,9242,The Munchables,Wii,Action,Namco Bandai,E,Namco Bandai Games,8.0
9250,9251,.hack//Quarantine Part 4: The Final Chapter,PS2,Role-Playing,Bandai,T,CyberConnect2,6.8
9251,9252,F1 2011,PC,Racing,Codemasters,E,Codemasters Birmingham,8.1
9260,9261,PlayStation Move Heroes,PS3,Platform,Sony Computer Entertainment,E10,Nihilistic Software,4.8
9261,9262,Ty the Tasmanian Tiger,XB,Platform,Electronic Arts,E,Krome Studios,7.0
9271,9272,Disgaea DS,DS,Role-Playing,NIS America,T,Nippon Ichi Software,8.0
9272,9273,NARC,XB,Shooter,Midway Games,M,Point of View,5.5
9279,9280,Ar tonelico 2: Melody of Metafalica,PS2,Role-Playing,NIS America,T,Gust,7.2
9281,9282,Jurassic Park III: Island Attack,GBA,Adventure,Konami,E,Konami,4.9
9284,9285,Star Trek: Legacy,X360,Simulation,Bethesda Softworks,E10,Mad Doc Software,6.4
9297,9298,Mushroom Men: The Spore Wars,Wii,Action,SouthPeak Interactive,E10,Red Fly Studio,7.3
9304,9305,Atari Anniversary Advance,GBA,Misc,Atari,E,Digital Eclipse,7.7
9307,9308,Alone In The Dark,Wii,Adventure,Atari,M,Hydravision Entertainment,3.1
9311,9312,Peggle Nights,PC,Puzzle,PopCap Games,E,PopCap Games,7.8
9316,9317,Bloody Roar: Primal Fury,GC,Fighting,Activision,T,Eighting / Raizing,7.9
9318,9319,You Don't Know Jack,PS3,Misc,THQ,T,"Jellyvision, Inc.",8.2
9320,9321,Call of Juarez,X360,Shooter,Ubisoft,M,Techland,6.9
9321,9322,Backbreaker,X360,Sports,505 Games,E,NaturalMotion Games,5.2
9323,9324,The Elder Scrolls IV: Shivering Isles,X360,Role-Playing,Bethesda Softworks,M,Bethesda Softworks,8.9
9324,9325,Resident Evil: Revelations,PS4,Action,Capcom,M,Capcom,7.2
9325,9326,FIFA 07 Soccer,GC,Sports,EA Sports,E,EA Canada,8.3
9328,9329,Call of Duty: World at War,PC,Shooter,Activision,M,Treyarch,8.6
9331,9332,Might & Magic: Clash of Heroes,DS,Role-Playing,Ubisoft,E10,Capybara Games,8.6
9343,9344,de Blob 2,Wii,Platform,THQ,E,Blue Tongue,8.1
9354,9355,The Chronicles of Narnia: Prince Caspian,X360,Adventure,Disney Interactive Studios,T,Traveller's Tales,6.3
9365,9366,Metal Gear Ac!d 2,PSP,Strategy,Konami,M,Kojima Productions,8.3
9367,9368,Pure Futbol,X360,Sports,Ubisoft,E,Ubisoft Vancouver,3.8
9371,9372,Shadow The Hedgehog,XB,Platform,Sega,E10,Sonic Team,5.0
9377,9378,SoulCalibur Legends,Wii,Action,Namco Bandai,T,Project Soul,4.8
9379,9380,Batman: Vengeance,GBA,Action,Ubisoft,E,Ubisoft,6.2
9381,9382,Trinity Universe,PS3,Role-Playing,NIS America,T,Nippon Ichi Software / Gust,6.2
9384,9385,Spider-Man: Friend or Foe,PSP,Action,Activision,E10,Artificial Mind and Movement,5.0
9390,9391,Gun,GC,Shooter,Activision,M,Neversoft Entertainment,7.9
9394,9395,How to Train Your Dragon,PS3,Action,Activision,E10,Etranges Libellules,4.6
9414,9415,Brink,PC,Shooter,Bethesda Softworks,T,Splash Damage,7.0
9415,9416,Burnout Legends,DS,Racing,Electronic Arts,E,Visual Impact,3.8
9419,9420,Otomedius Excellent,X360,Shooter,Konami,T,Konami,7.0
9430,9431,Brunswick Circuit Pro Bowling,PS,Sports,THQ,E,Adrenalin Entertainment,8.2
9432,9433,Naruto Shippuden: Dragon Blade Chronicles,Wii,Action,Atlus,E10,8ing/Raizing,4.3
9436,9437,MindJack,PS3,Shooter,Square Enix,M,FeelPlus,4.6
9442,9443,Charlie and the Chocolate Factory,GC,Adventure,Global Star Software,E,High Voltage Software,3.9
9444,9445,College Hoops 2K7,PS3,Sports,2K Sports,E,Visual Concepts,8.2
9446,9447,Full Auto 2: Battlelines,PS3,Racing,Sega,T,Pseudo Interactive,6.7
9448,9449,All Grown Up! Express Yourself,GBA,Misc,THQ,E,Altron,3.7
9460,9461,FIFA Soccer 11,PC,Sports,EA Sports,E,HB Studios,8.4
9473,9474,Dynasty Warriors: Gundam 3,X360,Action,Tecmo Koei,T,Omega Force,6.5
9477,9478,ESPN X Games Skateboarding,GBA,Sports,Konami,E,Konami Computer Entertainment Hawaii,5.7
9481,9482,Velvet Assassin,X360,Shooter,SouthPeak Interactive,M,Replay Studios,5.3
9486,9487,Backyard Basketball,GBA,Sports,Atari,E,Mistic Software,6.0
9503,9504,Borderlands,PC,Shooter,2K Games,M,Gearbox Software,8.3
9509,9510,Medieval II: Total War Kingdoms,PC,Strategy,Sega,T,The Creative Assembly,8.2
9521,9522,Open Season,GC,Platform,Ubisoft,E10,Ubisoft Montreal,6.4
9536,9537,Major League Baseball 2K6,GC,Sports,2K Sports,E,Kush Games,6.2
9541,9542,The Grim Adventures of Billy & Mandy,GC,Action,Midway Games,E10,High Voltage Software,7.2
9552,9553,Trauma Team,Wii,Simulation,Atlus,T,Atlus Co.,8.1
9555,9556,The Hobbit,GC,Adventure,Sierra Entertainment,E,Midway Studios - Austin,5.0
9560,9561,True Crime: New York City,GC,Action,Activision,M,EXAKT Entertainment,6.4
9562,9563,X-Men: The Official Game,X360,Action,Activision,T,"Z-Axis, Ltd.",4.9
9565,9566,Iron Chef America: Supreme Cuisine,Wii,Simulation,Destineer,E10,Black Lantern Studios,2.0
9569,9570,ESPN Final Round Golf 2002,GBA,Sports,Konami,E,Konami Computer Entertainment Nagoya,6.0
9582,9583,Let's TAP,Wii,Misc,Sega,E,PROPE,7.0
9587,9588,Goblin Commander: Unleash the Horde,PS2,Strategy,Jaleco,T,Jaleco Entertainment,7.4
9591,9592,Pursuit Force: Extreme Justice,PSP,Racing,Sony Computer Entertainment,T,Bigbig Studios,7.4
9601,9602,Transformers: Dark of the Moon,Wii,Action,Activision,E10,Behaviour Interactive Inc.,3.0
9607,9608,.hack//G.U. Vol.3//Redemption,PS2,Role-Playing,Namco Bandai,T,CyberConnect2,5.7
9615,9616,Captain America: Super Soldier,X360,Action,Sega,T,Next Level Games,5.9
9616,9617,MotoGP 10/11,PS3,Racing,Capcom,E,Monumental Games,6.0
9619,9620,Mercury Meltdown Revolution,Wii,Action,Ignition Entertainment,E,Unknown,8.0
9622,9623,Top Spin 2,X360,Sports,2K Sports,E,Indie Built,7.7
9631,9632,NBA 09: The Inside,PSP,Sports,Sony Computer Entertainment,E,SCE San Diego Studio,8.2
9632,9633,Batman Begins,GBA,Action,Electronic Arts,E10,Vicarious Visions,6.3
9638,9639,Bee Movie Game,X360,Action,Activision,E,Beenox,6.8
9648,9649,NHL 07,PSP,Sports,EA Sports,E10,EA Montreal,7.6
9650,9651,Rise of the Argonauts,X360,Action,Codemasters,M,Codemasters,5.2
9657,9658,Disney's Home on the Range,GBA,Action,Disney Interactive Studios,E,Artificial Mind and Movement,5.0
9658,9659,MotoGP 09/10,X360,Racing,Capcom,E,Monumental Games,7.0
9661,9662,Monsters vs. Aliens,X360,Platform,Activision,E10,Beenox,6.5
9670,9671,.hack//G.U. Vol.1//Rebirth,PS2,Role-Playing,Namco Bandai,T,CyberConnect2,6.6
9676,9677,Fairytale Fights,PS3,Action,Playlogic Game Factory,M,Playlogic Game Factory,4.8
9678,9679,The Cursed Crusade,PS3,Action,Atlus,M,Kylotonn Entertainment,4.0
9687,9688,Catwoman,PS2,Action,Electronic Arts,T,Argonaut Games,4.6
9690,9691,Fairytale Fights,X360,Action,Playlogic Game Factory,M,Playlogic Game Factory,4.9
9696,9697,Green Lantern: Rise of the Manhunters,PS3,Action,Warner Bros. Interactive,T,Griptonite Games,6.5
9709,9710,James Bond 007: Everything or Nothing,GBA,Shooter,Electronic Arts,T,Griptonite Games,7.1
9712,9713,Shrek Extra Large,GC,Platform,TDK Mediactive,T,Digital Illusions,3.0
9717,9718,Gunvalkyrie,XB,Shooter,Sega,T,Smilebit,6.1
9729,9730,G-Force,X360,Action,Disney Interactive Studios,E10,Eurocom Entertainment Software,7.4
9731,9732,Clock Tower II: The Struggle Within,PS,Adventure,Agetec,M,Human Entertainment,4.4
9741,9742,Pursuit Force,PSP,Racing,Sony Computer Entertainment,T,Bigbig Studios,7.4
9748,9749,Bomberman Land,Wii,Misc,Hudson Soft,E,Hudson Soft,6.0
9751,9752,Axiom Verge,NS,Action,Thomas Happ Games,E10,Thomas Happ Games,7.5
9756,9757,Dementium: The Ward,DS,Shooter,Gamecock,M,Renegade Kid,7.5
9757,9758,Backyard Wrestling: Don't Try This at Home,XB,Fighting,Eidos Interactive,M,Paradox Development,6.0
9760,9761,Lost Kingdoms,GC,Role-Playing,Activision,T,From Software,7.3
9778,9779,Street Fighter Alpha 2,SNES,Fighting,Capcom,T,Capcom,8.0
9781,9782,Driver: San Francisco,Wii,Racing,Ubisoft,T,Ubisoft Reflections,7.0
9788,9789,Zoo Keeper,DS,Puzzle,Ignition Entertainment,E,"Buddiez, Inc.",7.2
9789,9790,Midway Arcade Treasures,GC,Misc,Midway Games,T,Digital Eclipse,6.8
9792,9793,Classic NES Series: Donkey Kong,GBA,Platform,Nintendo,E,Nintendo,6.5
9794,9795,Resident Evil,SAT,Action,Capcom,M,Nextech,7.3
9795,9796,F1 2011,3DS,Racing,Codemasters,E,Codemasters,5.5
9796,9797,Aliens: Infestation,DS,Action,Sega,T,Way Forward,8.5
9803,9804,Cubivore: Survival of the Fittest,GC,Adventure,Atlus,E,Saru Brunei / Intelligent Systems,7.1
9806,9807,Blood Bowl,X360,Sports,SouthPeak Interactive,T,Cyanide Studio,6.4
9816,9817,Taz Wanted,PS2,Platform,Atari,E,Blitz Games,5.5
9824,9825,Castlevania Judgment,Wii,Fighting,Konami,T,Konami / Eighting,4.6
9828,9829,Hot Wheels Velocity X,GBA,Racing,THQ,E,Saffire Corporation,5.2
9830,9831,Alien Resurrection,PS,Shooter,Fox Interactive,M,Argonaut Games,5.2
9835,9836,Create,PS3,Misc,Electronic Arts,E,EA Bright Light,6.4
9839,9840,Clash of the Titans: The Videogame,X360,Action,Namco Bandai,T,Game Republic,3.8
9850,9851,Robotech: Battlecry,GC,Shooter,TDK Mediactive,T,Vicious Cycle,7.2
9853,9854,Zapper: One Wicked Cricket!,PS2,Platform,Infogrames,E,Blitz Games,5.7
9861,9862,Curious George,GBA,Action,Namco,E,Torus Games,6.6
9864,9865,Guilty Gear Judgment,PSP,Fighting,Majesco,T,Arc System Works,7.5
9866,9867,NCAA Football 09 All-Play,Wii,Sports,EA Sports,E,Team Fusion,5.3
9868,9869,Fracture,PS3,Shooter,LucasArts,T,Day 1 Studios,4.0
9873,9874,King's Field,PS,Role-Playing,ASCII Entertainment,T,From Software,7.1
9879,9880,Midway Arcade Treasures 2,GC,Misc,Midway Games,M,Backbone Entertainment,7.2
9881,9882,El Shaddai: Ascension of the Metatron,X360,Action,Ignition Entertainment,T,Ignition Entertainment,8.0
9885,9886,Apache: Air Assault,X360,Simulation,Activision,T,Gaijin Entertainment,6.8
9889,9890,Marble Saga: Kororinpa,Wii,Puzzle,Konami,E,Hudson Soft,7.4
9892,9893,Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,Action,Activision,E10,Shaba Games,7.7
9921,9922,Fatal Frame II: Crimson Butterfly,PS2,Action,Tecmo,M,Tecmo,7.8
9925,9926,Bulletstorm,PC,Shooter,Electronic Arts,M,People Can Fly,8.7
9926,9927,Just Cause 3,PC,Action-Adventure,Square Enix,M,Avalanche Studios,7.6
9936,9937,The Incredibles: Rise of the Underminer,GC,Action,THQ,E10,Heavy Iron Studios,6.7
9938,9939,Alone in the Dark: The New Nightmare,PS,Adventure,Infogrames,M,Darkworks,7.2
9941,9942,The King of Fighters XII,PS3,Fighting,Ignition Entertainment,T,SNK Playmore Corporation,6.0
9946,9947,Sid Meier's Pirates!,Wii,Strategy,2K Games,E10,Firaxis Games,6.5
9955,9956,Eragon,DS,Role-Playing,Sierra Entertainment,T,Amaze Entertainment,6.8
9960,9961,World Series of Poker: Tournament of Champions 2007 Edition,X360,Misc,Activision,T,Left Field Productions,6.9
9962,9963,Klonoa,Wii,Platform,Namco Bandai,E10,Paon Corporation,7.6
9965,9966,Ready 2 Rumble Revolution,Wii,Sports,Atari,T,10tacle Studios AG,3.1
9968,9969,Culdcept SAGA,X360,Role-Playing,Namco Bandai,T,OmiyaSoft,7.7
9972,9973,Innocent Life: A Futuristic Harvest Moon,PSP,Simulation,Natsume,E,ArtePiazza,6.5
9975,9976,Asteroids Hyper 64,N64,Shooter,Crave Entertainment,E,Syrox Developments,5.6
9976,9977,Buck Bumble,N64,Action,Ubisoft,E,Argonaut Games,6.8
9983,9984,Starcraft 64,N64,Strategy,Nintendo,T,Mass Media,8.0
9996,9997,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,Fighting,Namco Bandai,T,CyberConnect2,6.2
9999,10000,Blitz: The League,X360,Sports,Midway Games,M,Midway Games,6.5
10003,10004,Ghost in the Shell: Stand Alone Complex,PS2,Adventure,Bandai,M,Cavia Inc.,6.6
10004,10005,Pillars of Eternity,PS4,Role-Playing,Paradox Interactive,M,Obsidian Entertainment,8.3
10006,10007,TNA iMPACT!,Wii,Fighting,Midway Games,T,Midway Studios Los Angeles,5.3
10010,10011,Scarface: Money. Power. Respect.,PSP,Strategy,Sierra Entertainment,M,Radical Entertainment,6.4
10014,10015,Custom Robo Arena,DS,Fighting,Nintendo,E10,Noise Inc.,7.4
10024,10025,Sid Meier's Civilization IV,PC,Strategy,2K Games,E10,Firaxis Games,9.4
10026,10027,Shaun White Skateboarding,X360,Sports,Ubisoft,T,Ubisoft Montreal,6.1
10028,10029,Konami Krazy Racers,GBA,Racing,Konami,E,KCEK,7.7
10032,10033,F-Zero: GP Legend,GBA,Racing,Nintendo,E,Suzak,7.1
10034,10035,Field Commander,PSP,Strategy,Sony Online Entertainment,T,Sony Online Entertainment,7.7
10037,10038,NBA 2K12,PC,Sports,2K Sports,E,Visual Concepts,8.5
