Rank,Name,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5750,2 GAMES IN 1: DISNEY'S BROTHER BEAR / THE LION KING 1 1/2,2005-01-01,Action,0.22,0.08,0.0,0.01,0.31
5750,2 GAMES IN 1: DISNEY'S BROTHER BEAR / THE LION KING 1 1/2,2005-01-01,Action,0.22,0.08,0.0,0.01,0.31
946,2 GAMES IN 1: SONIC ADVANCE & CHUCHU ROCKET!,2005-01-01,Misc,1.31,0.49,0.0,0.03,1.83
3294,2 GAMES IN 1: SONIC BATTLE & CHUCHU ROCKET!,2005-01-01,Misc,0.44,0.16,0.0,0.01,0.61
12403,2 GAMES IN 1: SONIC PINBALL PARTY & COLUMNS CROWN,2005-01-01,Misc,0.04,0.02,0.0,0.0,0.06
4313,2 GAMES IN 1: SPONGEBOB SQUAREPANTS: SUPERSPONGE & RUGRATS GO WILD,2005-01-01,Platform,0.33,0.12,0.0,0.01,0.45
13745,2 IN 1 COMBO PACK: SONIC HEROES / SUPER MONKEY BALL DELUXE,2003-01-01,Platform,0.49,0.12,0.0,0.03,0.65
13745,2 IN 1 COMBO PACK: SONIC HEROES / SUPER MONKEY BALL DELUXE,2003-01-01,Platform,0.49,0.12,0.0,0.03,0.65
11057,2-IN-1 GAME PACK: SPIDER-MAN & SPIDER-MAN 2,2005-01-01,Platform,0.06,0.02,0.0,0.0,0.09
12678,2010 FIFA WORLD CUP SOUTH AFRICA,2008-01-01,Sports,0.94,1.46,0.13,0.47,3.0
12678,2010 FIFA WORLD CUP SOUTH AFRICA,2008-01-01,Sports,0.94,1.46,0.13,0.47,3.0
7073,2014 FIFA WORLD CUP BRAZIL,2005-01-01,Action,0.29000000000000004,0.67,0.01,0.2,1.18
7073,2014 FIFA WORLD CUP BRAZIL,2005-01-01,Action,0.29000000000000004,0.67,0.01,0.2,1.18
7073,2014 FIFA WORLD CUP BRAZIL,2005-01-01,Action,0.29000000000000004,0.67,0.01,0.2,1.18
5861,24: THE GAME,2006-01-01,Adventure,0.15,0.12,0.0,0.04,0.3
13009,25 TO LIFE,2007-01-01,Puzzle,0.47,0.05,0.0,0.06999999999999999,0.59
13009,25 TO LIFE,2007-01-01,Puzzle,0.47,0.05,0.0,0.06999999999999999,0.59
1384,2XTREME,1996-01-01,Sports,1.15,0.2,0.0,0.05,1.4
11435,"3 IN 1: SOLITAIRE, MAHJONG & TANGRAM",2010-01-01,Misc,0.0,0.07,0.0,0.01,0.08
4712,300: MARCH TO GLORY,2007-01-01,Action,0.27,0.08,0.0,0.06,0.41
14219,3D BASEBALL,1996-01-01,Sports,0.02,0.01,0.0,0.0,0.03
3533,3D DOT GAME HEROES,2009-01-01,Role-Playing,0.36,0.12,0.03,0.07,0.57
12587,3D LEMMINGS,1995-01-01,Puzzle,0.03,0.02,0.0,0.0,0.06
10597,3D TANK WARFARE SIMULATOR PANZER FRONT,1999-01-01,Simulation,0.06,0.04,0.0,0.01,0.1
14779,3DS CLASSIC COLLECTION,2016-01-01,Misc,0.02,0.0,0.0,0.0,0.03
15048,3RD SUPER ROBOT WARS Z JIGOKU HEN,2001-01-01,Role-Playing,0.0,0.0,0.42,0.0,0.42
15048,3RD SUPER ROBOT WARS Z JIGOKU HEN,2001-01-01,Role-Playing,0.0,0.0,0.42,0.0,0.42
2307,3XTREME,1999-01-01,Action,0.5,0.34,0.0,0.06,0.9
12825,4 ELEMENTS,2009-01-01,Puzzle,0.0,0.04,0.0,0.01,0.05
9852,4 GAME FUN PACK: MONOPOLY / BOGGLE / YAHTZEE / BATTLESHIP,2005-01-01,Misc,0.11,0.0,0.0,0.01,0.12
1326,4 NIN UCHI MAHJONG,1984-01-01,Misc,0.0,0.0,1.45,0.0,1.45
5804,40 WINKS,1999-01-01,Platform,0.17,0.12,0.0,0.02,0.31
16141,4X4 EVO 2,2002-01-01,Sports,0.29,0.08,0.0,0.01,0.38
5681,4X4 EVOLUTION,2001-01-01,Racing,0.16,0.12,0.0,0.04,0.32
15164,50 CENT: BLOOD ON THE SAND,2006-01-01,Puzzle,0.22,0.13,0.01,0.05,0.4
7148,64 DE HAKKEN! TAMAGOTCHI MINNA DE TAMAGOTCHI WORLD,1997-01-01,Misc,0.0,0.0,0.22,0.0,0.22
15577,7 ROSES: A DARKNESS RISES,2015-01-01,Misc,0.0,0.02,0.0,0.0,0.02
5657,7 WONDERS II,2009-01-01,Puzzle,0.14,0.15,0.0,0.03,0.32
12857,7 WONDERS: TREASURES OF SEVEN,2011-01-01,Puzzle,0.02,0.03,0.0,0.01,0.05
9278,7TH DRAGON,2009-01-01,Role-Playing,0.0,0.0,0.14,0.0,0.14
9278,7TH DRAGON,2009-01-01,Role-Playing,0.0,0.0,0.14,0.0,0.14
7583,7TH DRAGON 2020,2011-01-01,Role-Playing,0.0,0.0,0.2,0.0,0.2
9619,7TH DRAGON 2020-II,2013-01-01,Role-Playing,0.0,0.0,0.13,0.0,0.13
8678,7TH DRAGON III CODE: VFD,2015-01-01,Role-Playing,0.03,0.0,0.12,0.0,0.16
13815,99 NO NAMIDA,2008-01-01,Adventure,0.0,0.0,0.04,0.0,0.04
4543,"999: NINE HOURS, NINE PERSONS, NINE DOORS",2009-01-01,Adventure,0.37,0.0,0.03,0.03,0.43
4543,"999: NINE HOURS, NINE PERSONS, NINE DOORS",2009-01-01,Adventure,0.37,0.0,0.03,0.03,0.43
7181,A BOY AND HIS BLOB,2009-01-01,Platform,0.19,0.02,0.0,0.02,0.22
3735,A BUG'S LIFE,2011-01-01,Racing,2.45,0.85,0.0,0.12,3.42
1417,A COLLECTION OF ACTIVISION CLASSIC GAMES FOR THE ATARI 2600,1998-01-01,Misc,0.76,0.52,0.0,0.09,1.37
5810,A COLLECTION OF CLASSIC GAMES FROM THE INTELLIVISION,1999-01-01,Misc,0.17,0.12,0.0,0.02,0.31
14078,A GAME OF THRONES: GENESIS,2011-01-01,Strategy,0.0,0.03,0.0,0.01,0.04
14353,A GOOD LIBRARIAN LIKE A GOOD SHEPHERD: LIBRARY PARTY,2015-01-01,Action,0.0,0.0,0.03,0.0,0.03
12387,A LLI S.V.: A RESSHA DE GYOUKOU 3 SUPER VERSION,1995-01-01,Simulation,0.0,0.0,0.06,0.0,0.06
12417,A NEW BEGINNING,2010-01-01,Adventure,0.0,0.05,0.0,0.01,0.06
14869,A RESSHA DE GYOUKOU 2001,2001-01-01,Simulation,0.0,0.0,0.03,0.0,0.03
13864,A RESSHA DE IKOU DS,2009-01-01,Simulation,0.0,0.0,0.04,0.0,0.04
15827,A VAMPYRE STORY,2008-01-01,Adventure,0.0,0.01,0.0,0.0,0.02
10002,A WITCH'S TALE,2009-01-01,Role-Playing,0.08,0.0,0.03,0.01,0.11
11531,A-TRAIN,1995-01-01,Simulation,0.02,0.01,0.04,0.01,0.08
12773,A-TRAIN 6,2000-01-01,Strategy,0.0,0.0,0.06,0.0,0.06
12407,A-TRAIN: CITY SIMULATOR,2014-01-01,Simulation,0.0,0.0,0.06,0.0,0.06
6643,A. IV EVOLUTION: A RESSHA DE IKOU 4,1994-01-01,Strategy,0.0,0.0,0.24,0.02,0.25
6560,A.C.E.: ANOTHER CENTURY'S EPISODE,2005-01-01,Simulation,0.0,0.0,0.26,0.0,0.26
8105,A.C.E.: ANOTHER CENTURY'S EPISODE 2,2006-01-01,Simulation,0.0,0.0,0.18,0.0,0.18
6588,A.C.E.: ANOTHER CENTURY'S EPISODE 3: THE FINAL,2007-01-01,Simulation,0.0,0.0,0.26,0.0,0.26
9905,A.C.E.: ANOTHER CENTURY'S EPISODE PORTABLE,2011-01-01,Simulation,0.0,0.0,0.12,0.0,0.12
6454,A.C.E.: ANOTHER CENTURY'S EPISODE R,2010-01-01,Simulation,0.0,0.0,0.26,0.0,0.26
16216,AA MEGAMI-SAMAA,2007-01-01,Adventure,0.0,0.0,0.01,0.0,0.01
2569,ABBA: YOU CAN DANCE,2011-01-01,Misc,0.19,0.5,0.0,0.11,0.8
9465,ACADEMY OF CHAMPIONS: SOCCER,2009-01-01,Sports,0.1,0.02,0.0,0.01,0.13
6392,ACE ATTORNEY 6,2016-01-01,Adventure,0.0,0.0,0.27,0.0,0.27
6502,ACE ATTORNEY INVESTIGATIONS 2,2011-01-01,Adventure,0.0,0.0,0.26,0.0,0.26
2716,ACE ATTORNEY INVESTIGATIONS: MILES EDGEWORTH,2009-01-01,Adventure,0.27,0.15,0.3,0.04,0.76
434,ACE COMBAT 04: SHATTERED SKIES,2001-01-01,Simulation,2.06,0.56,0.38,0.17,3.17
2341,ACE COMBAT 2,1997-01-01,Simulation,0.16,0.11,0.56,0.06,0.89
2483,ACE COMBAT 3: ELECTROSPHERE,1999-01-01,Simulation,0.22,0.15,0.4,0.05,0.83
1046,ACE COMBAT 5: THE UNSUNG WAR,2004-01-01,Simulation,0.88,0.34,0.32,0.18,1.71
2038,ACE COMBAT 6: FIRES OF LIBERATION,2007-01-01,Simulation,0.69,0.04,0.22,0.06,1.02
2090,ACE COMBAT X: SKIES OF DECEPTION,2006-01-01,Simulation,0.37,0.31,0.12,0.19,0.99
3920,ACE COMBAT ZERO: THE BELKAN WAR,2006-01-01,Simulation,0.15,0.12,0.2,0.04,0.51
6785,ACE COMBAT: ASSAULT HORIZON,2011-01-01,Action,0.6,0.28,0.25,0.11,1.23
6785,ACE COMBAT: ASSAULT HORIZON,2011-01-01,Action,0.6,0.28,0.25,0.11,1.23
6802,ACE COMBAT: ASSAULT HORIZON LEGACY,2011-01-01,Simulation,0.1,0.06,0.08,0.01,0.24
6014,ACE COMBAT: JOINT ASSAULT,2010-01-01,Simulation,0.06,0.05,0.15,0.03,0.29
15816,ACHTUNG PANZER: KHARKOV 1943,2010-01-01,Strategy,0.0,0.01,0.0,0.0,0.02
16364,ACT OF AGGRESSION,2015-01-01,Strategy,0.0,0.01,0.0,0.0,0.01
1784,ACTION BASS,2000-01-01,Action,0.64,0.43,0.0,0.07,1.14
3718,ACTION FORCE,1982-01-01,Action,0.5,0.03,0.0,0.01,0.54
7903,ACTIVE HEALTH WITH CAROL VORDERMAN,2009-01-01,Sports,0.0,0.18,0.0,0.01,0.19
8798,ACTIVE LIFE EXPLORER,2010-01-01,Sports,0.14,0.0,0.0,0.01,0.15
4091,ACTIVE LIFE: EXTREME CHALLENGE,2009-01-01,Sports,0.15,0.27,0.0,0.06,0.48
13165,ACTIVE LIFE: MAGICAL CARNIVAL,2011-01-01,Misc,0.04,0.01,0.0,0.0,0.05
1200,ACTIVE LIFE: OUTDOOR CHALLENGE,2008-01-01,Sports,0.79,0.44,0.19,0.14,1.55
12819,ACTIVISION HITS: REMIXED,2006-01-01,Misc,0.05,0.0,0.0,0.0,0.06
9658,ACTUA TENNIS,1997-01-01,Sports,0.07,0.05,0.0,0.01,0.13
13911,ADIDAS POWER SOCCER,1996-01-01,Sports,0.02,0.01,0.0,0.0,0.04
15476,ADIDAS POWER SOCCER 98,1998-01-01,Sports,0.01,0.01,0.0,0.0,0.02
15476,ADIDAS POWER SOCCER 98,1998-01-01,Sports,0.01,0.01,0.0,0.0,0.02
9023,ADRENALIN MISFITS,2010-01-01,Racing,0.12,0.02,0.0,0.01,0.14
13549,ADVANCE GUARDIAN HEROES,2004-01-01,Role-Playing,0.03,0.01,0.0,0.0,0.04
13549,ADVANCE GUARDIAN HEROES,2004-01-01,Role-Playing,0.03,0.01,0.0,0.0,0.04
2925,ADVANCE WARS,2001-01-01,Strategy,0.5,0.19,0.0,0.01,0.7
3115,ADVANCE WARS 2: BLACK HOLE RISING,2003-01-01,Strategy,0.47,0.17,0.0,0.01,0.65
4806,ADVANCE WARS: DUAL STRIKE,2005-01-01,Strategy,0.3,0.03,0.04,0.03,0.4
9586,ADVENT RISING,2005-01-01,Action,0.1,0.03,0.0,0.0,0.13
1973,ADVENTURE ISLAND,1986-01-01,Platform,0.0,0.0,1.05,0.0,1.05
12638,ADVENTURES OF LOLO,1989-01-01,Puzzle,0.06,0.0,0.0,0.0,0.06
3046,ADVENTURES OF TRON,1981-01-01,Action,0.63,0.03,0.0,0.01,0.67
9653,ADVENTURES TO GO!,2008-01-01,Role-Playing,0.1,0.0,0.01,0.01,0.13
15716,AEDIS ECLIPSE: GENERATION OF CHAOS,2006-01-01,Role-Playing,0.02,0.0,0.0,0.0,0.02
15716,AEDIS ECLIPSE: GENERATION OF CHAOS,2006-01-01,Role-Playing,0.02,0.0,0.0,0.0,0.02
11826,AERO ELITE: COMBAT ACADEMY,2002-01-01,Simulation,0.04,0.03,0.0,0.01,0.07
11983,AERO GAUGE,1997-01-01,Racing,0.06,0.01,0.0,0.0,0.07
7863,AEROFIGHTERS ASSAULT,1997-01-01,Action,0.15,0.04,0.0,0.0,0.19
7316,AFRIKA,2008-01-01,Adventure,0.12,0.0,0.08,0.01,0.21
14545,AFRO SAMURAI,2003-01-01,Platform,0.28,0.1,0.0,0.05,0.44
9681,AFTER HOURS ATHLETES,2011-01-01,Sports,0.0,0.1,0.0,0.03,0.12
11763,AGAIN,2009-01-01,Adventure,0.07,0.0,0.0,0.0,0.07
10978,AGASSI TENNIS GENERATION,2003-01-01,Sports,0.04,0.03,0.0,0.01,0.09
15484,AGATHA CHRISTIE'S THE ABC MURDERS,2016-01-01,Adventure,0.01,0.01,0.0,0.0,0.02
11604,AGATHA CHRISTIE: AND THEN THERE WERE NONE,2008-01-01,Adventure,0.06,0.01,0.0,0.01,0.08
15614,AGATHA CHRISTIE: DEATH ON THE NILE,2008-01-01,Adventure,0.0,0.01,0.0,0.0,0.02
11030,AGATHA CHRISTIE: EVIL UNDER THE SUN,2008-01-01,Adventure,0.07,0.02,0.0,0.01,0.09
16482,AGATHA CHRISTIE: PERIL AT END HOUSE,2009-01-01,Adventure,0.0,0.01,0.0,0.0,0.01
14656,AGE OF CONAN: RISE OF THE GODSLAYER,2010-01-01,Role-Playing,0.0,0.02,0.0,0.0,0.03
14656,AGE OF CONAN: RISE OF THE GODSLAYER,2010-01-01,Role-Playing,0.0,0.02,0.0,0.0,0.03
10693,AGE OF EMPIRES II: THE AGE OF KINGS,1999-01-01,Strategy,0.01,0.08,0.0,0.02,0.1
4928,AGE OF EMPIRES III,2005-01-01,Strategy,0.0,0.32,0.0,0.07,0.39
8296,AGE OF EMPIRES III: COMPLETE COLLECTION,2009-01-01,Strategy,0.01,0.12,0.0,0.03,0.17
14828,AGE OF EMPIRES III: GOLD EDITION,2007-01-01,Strategy,0.0,0.02,0.0,0.01,0.03
12179,AGE OF EMPIRES III: THE ASIAN DYNASTIES,2007-01-01,Strategy,0.0,0.05,0.0,0.01,0.07
12362,AGE OF EMPIRES ONLINE,2011-01-01,Strategy,0.01,0.04,0.0,0.01,0.06
9057,AGE OF EMPIRES: COLLECTOR'S EDITION,2000-01-01,Strategy,0.02,0.1,0.0,0.02,0.14
7231,AGE OF EMPIRES: MYTHOLOGIES,2008-01-01,Strategy,0.17,0.03,0.0,0.02,0.22
7030,AGE OF EMPIRES: THE AGE OF KINGS,2006-01-01,Strategy,0.19,0.02,0.0,0.02,0.23
11149,AGE OF MYTHOLOGY,2002-01-01,Strategy,0.02,0.06,0.0,0.01,0.09
14003,AGE OF MYTHOLOGY: THE TITANS,2003-01-01,Strategy,0.01,0.02,0.0,0.0,0.04
9209,AGILE WARRIOR F-111X,1995-01-01,Simulation,0.08,0.05,0.0,0.01,0.14
11261,AIBOU DS,2009-01-01,Adventure,0.0,0.0,0.08,0.0,0.08
10634,AIDYN CHRONICLES: THE FIRST MAGE,2001-01-01,Role-Playing,0.08,0.02,0.0,0.0,0.1
6462,AIKATSU! 2-NIN NO MY PRINCESS,2013-01-01,Action,0.0,0.0,0.26,0.0,0.26
9634,AIKATSU! 365 IDOL DAYS,2014-01-01,Adventure,0.0,0.0,0.13,0.0,0.13
7720,AIKATSU! CINDERELLA LESSON,2012-01-01,Role-Playing,0.0,0.0,0.2,0.0,0.2
11775,AIKATSU! MY NO.1 STAGE!,2015-01-01,Misc,0.0,0.0,0.07,0.0,0.07
14029,AILU DE PUZZLE,2012-01-01,Action,0.0,0.0,0.04,0.0,0.04
15464,AIR,2007-01-01,Adventure,0.0,0.0,0.02,0.0,0.02
952,AIR COMBAT,1995-01-01,Simulation,0.92,0.33,0.52,0.05,1.83
12963,AIR CONFLICTS: ACES OF WORLD WAR II,2009-01-01,Simulation,0.05,0.0,0.0,0.0,0.05
2666,AIR RAID,1981-01-01,Action,0.72,0.04,0.0,0.01,0.77
13007,AIR TRAFFIC CHAOS,2007-01-01,Simulation,0.05,0.0,0.0,0.0,0.05
13007,AIR TRAFFIC CHAOS,2007-01-01,Simulation,0.05,0.0,0.0,0.0,0.05
7056,AIRBLADE,2001-01-01,Sports,0.11,0.09,0.0,0.03,0.23
9889,AIRBORNE TROOPS: COUNTDOWN TO D-DAY,2005-01-01,Shooter,0.06,0.05,0.0,0.02,0.12
10146,AIRFORCE DELTA STRIKE,2004-01-01,Simulation,0.05,0.04,0.0,0.01,0.11
15654,AIRLINE TYCOON,2000-01-01,Simulation,0.0,0.01,0.0,0.0,0.02
12828,AIRLINE TYCOON 2,2011-01-01,Simulation,0.0,0.04,0.0,0.01,0.05
4969,AIRLOCK,1981-01-01,Action,0.36,0.02,0.0,0.0,0.39
15347,AIRPORT SIMULATOR,2011-01-01,Simulation,0.0,0.02,0.0,0.0,0.02
14397,AIRSHIP Q,2015-01-01,Platform,0.0,0.0,0.03,0.0,0.03
12302,AKAGAWA JIROU MYSTERY: YASOUKYOKU - HON NI MANEKARETA SATSUJIN,2008-01-01,Adventure,0.0,0.0,0.06,0.0,0.06
12302,AKAGAWA JIROU MYSTERY: YASOUKYOKU - HON NI MANEKARETA SATSUJIN,2008-01-01,Adventure,0.0,0.0,0.06,0.0,0.06
15198,AKAI ITO DS,2008-01-01,Adventure,0.0,0.0,0.02,0.0,0.02
12440,AKAI KATANA SHIN,2011-01-01,Shooter,0.04,0.0,0.01,0.0,0.06
14709,AKANE IRO NI SOMARU SAKA PARALLEL,2008-01-01,Adventure,0.0,0.0,0.03,0.0,0.03
16385,AKATSUKI NO AMANEKA TO AOI KYOJIN,2010-01-01,Strategy,0.0,0.0,0.01,0.0,0.01
4827,AKB1/48: IDOL TO GUAM DE KOISHITARA...,2011-01-01,Misc,0.0,0.0,0.4,0.0,0.4
4754,AKB1/48: IDOL TO KOISHITARA...,2010-01-01,Misc,0.0,0.0,0.41,0.0,0.41
10244,AKB48+ME,2012-01-01,Action,0.0,0.0,0.11,0.0,0.11
9131,AKIBA'S TRIP,2011-01-01,Adventure,0.0,0.0,0.14,0.0,0.14
11510,AKIBA'S TRIP PLUS,2012-01-01,Adventure,0.0,0.0,0.08,0.0,0.08
13784,AKKO NI OMAKASE! BRAIN SHOCK,2006-01-01,Misc,0.0,0.0,0.04,0.0,0.04
9878,AKUJI THE HEARTLESS,1998-01-01,Platform,0.07,0.04,0.0,0.01,0.12
16431,ALADDIN MAGIC RACER,2011-01-01,Racing,0.01,0.0,0.0,0.0,0.01
13554,ALAN WAKE,2011-01-01,Misc,0.66,0.5700000000000001,0.05,0.14,1.4200000000000002
11917,ALEXI LALAS INTERNATIONAL SOCCER,1998-01-01,Sports,0.04,0.03,0.0,0.0,0.07
16062,ALFA ROMEO RACING ITALIANO,2005-01-01,Racing,0.01,0.01,0.0,0.0,0.01
14435,ALIA'S CARNIVAL! SACRAMENT,2015-01-01,Adventure,0.0,0.0,0.03,0.0,0.03
7784,ALICE IN WONDERLAND,2015-01-01,Action,0.54,0.39,0.0,0.1,1.03
7784,ALICE IN WONDERLAND,2015-01-01,Action,0.54,0.39,0.0,0.1,1.03
2598,ALIEN,1981-01-01,Action,0.74,0.04,0.0,0.01,0.79
14812,ALIEN BREED TRILOGY,2011-01-01,Shooter,0.0,0.02,0.0,0.0,0.03
10905,ALIEN MONSTER BOWLING LEAGUE,2009-01-01,Sports,0.09,0.0,0.0,0.01,0.09
8478,ALIEN RESURRECTION,2000-01-01,Shooter,0.09,0.06,0.0,0.01,0.16
4150,ALIEN TRILOGY,1996-01-01,Shooter,0.24,0.16,0.04,0.03,0.47
5383,ALIEN'S RETURN,1982-01-01,Action,0.32,0.02,0.0,0.0,0.34
14107,ALIENATORS: EVOLUTION CONTINUES,2001-01-01,Action,0.03,0.01,0.0,0.0,0.03
11674,ALIENS VS PREDATOR,2005-01-01,Platform,0.96,1.04,0.0,0.31,2.3000000000000003
7203,ALIENS VS PREDATOR: REQUIEM,2007-01-01,Action,0.03,0.12,0.0,0.07,0.22
13831,ALIENS: COLONIAL MARINES,2008-01-01,Shooter,0.66,0.74,0.0,0.22,1.62
13831,ALIENS: COLONIAL MARINES,2008-01-01,Shooter,0.66,0.74,0.0,0.22,1.62
8131,ALIENS: INFESTATION,2011-01-01,Action,0.1,0.06,0.0,0.02,0.18
8164,ALL GROWN UP! EXPRESS YOURSELF,2004-01-01,Misc,0.13,0.05,0.0,0.0,0.18
8811,ALL JAPAN PRO WRESTLING FEATURING VIRTUA,1997-01-01,Fighting,0.0,0.0,0.15,0.0,0.15
9722,ALL KAMEN RIDER: RIDER GENERATION,2011-01-01,Action,0.0,0.0,0.12,0.0,0.12
13833,ALL POINTS BULLETIN,2010-01-01,Role-Playing,0.0,0.03,0.0,0.01,0.04
8686,ALL STAR CHEER SQUAD,1996-01-01,Racing,0.69,0.29,0.0,0.1,1.08
8686,ALL STAR CHEER SQUAD,1996-01-01,Racing,0.69,0.29,0.0,0.1,1.08
9427,ALL STAR CHEER SQUAD 2,2009-01-01,Sports,0.12,0.0,0.0,0.01,0.13
7120,ALL STAR KARATE,2010-01-01,Action,0.14,0.07,0.0,0.02,0.23
7570,ALL STAR PRO-WRESTLING,2000-01-01,Fighting,0.0,0.0,0.2,0.0,0.2
13114,ALL STAR TENNIS 99,1999-01-01,Sports,0.04,0.01,0.0,0.0,0.05
15185,ALL-PRO FOOTBALL 2K8,2005-01-01,Shooter,0.38,0.0,0.0,0.03,0.41
4932,ALL-STAR BASEBALL 2000,1999-01-01,Sports,0.36,0.03,0.0,0.0,0.39
4932,ALL-STAR BASEBALL 2000,1999-01-01,Sports,0.36,0.03,0.0,0.0,0.39
7007,ALL-STAR BASEBALL 2001,2000-01-01,Sports,0.22,0.01,0.0,0.0,0.23
7007,ALL-STAR BASEBALL 2001,2000-01-01,Sports,0.22,0.01,0.0,0.0,0.23
10834,ALL-STAR BASEBALL 2002,2002-01-01,Misc,0.4400000000000001,0.25,0.0,0.08,0.78
10834,ALL-STAR BASEBALL 2002,2002-01-01,Misc,0.4400000000000001,0.25,0.0,0.08,0.78
4116,ALL-STAR BASEBALL 99,1998-01-01,Sports,0.44,0.04,0.0,0.0,0.48
882,ALLEYWAY,1989-01-01,Puzzle,0.96,0.38,0.55,0.05,1.94
7829,ALLIED GENERAL,1996-01-01,Strategy,0.11,0.07,0.0,0.01,0.19
9264,ALONE IN THE DARK: INFERNO,2008-01-01,Adventure,0.09,0.03,0.0,0.02,0.14
5733,ALONE IN THE DARK: ONE-EYED JACK'S REVENGE,1996-01-01,Adventure,0.17,0.12,0.0,0.02,0.31
12029,ALPHA AND OMEGA,2010-01-01,Action,0.06,0.0,0.0,0.0,0.07
